序号,目标色坐标,近邻序号,近邻色坐标,Δuv,Δuv统计,K点比例法Ra,精确法最佳Ra,近邻最佳Ra,近邻最佳RGB混色点,近邻最佳比例值,近邻边界
146,"(0.38022, 0.47193)",4,"(0.34272, 0.42252)",0.0235306008420662,"",,,78.8104624158294,"(0.35833, 0.54660)","W=0.5183, RGB=0.4817",R-G
146,"(0.38022, 0.47193)",5,"(0.43178, 0.49324)",0.025846215354439,"",,,10.2698056883591,"(0.43178, 0.49324)","W=0.0000, RGB=1.0000",
146,"(0.38022, 0.47193)",6,"(0.37477, 0.53465)",0.0263711012170029,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
147,"(0.40099, 0.53369)",1,"(0.40432, 0.51319)",0.00891067186788324,"dUV max=0.034212, min=0.008911, avg=0.023158",23.6973,23.6973,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
147,"(0.40099, 0.53369)",2,"(0.37477, 0.53465)",0.0138372051801131,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
147,"(0.40099, 0.53369)",3,"(0.35747, 0.47411)",0.0243507352008562,"",,,58.5962061128669,"(0.36977, 0.53829)","W=0.2494, RGB=0.7506",R-G
147,"(0.40099, 0.53369)",4,"(0.38532, 0.45634)",0.0287554880587267,"",,,47.2046110554327,"(0.41057, 0.50865)","W=0.2504, RGB=0.7496",R-G
147,"(0.40099, 0.53369)",5,"(0.43178, 0.49324)",0.0288832528106483,"",,,10.2698056883591,"(0.43178, 0.49324)","W=0.0000, RGB=1.0000",
147,"(0.40099, 0.53369)",6,"(0.34289, 0.55781)",0.0342117935089962,"",,,32.6936694006778,"(0.34289, 0.55781)","W=0.0000, RGB=1.0000",
148,"(0.26603, 0.08612)",1,"(0.25976, 0.08067)",0.0111388001554859,"dUV max=0.031774, min=0.011139, avg=0.020419",-229.7575,-229.7575,-218.7769106585,"(0.25976, 0.08067)","W=0.0000, RGB=1.0000",
148,"(0.26603, 0.08612)",2,"(0.26340, 0.09156)",0.0129196533577729,"",,,-154.739618097109,"(0.26054, 0.08105)","W=0.1495, RGB=0.8505",B-R
148,"(0.26603, 0.08612)",3,"(0.27756, 0.08934)",0.0138264931361495,"",,,-214.33088689504,"(0.27756, 0.08934)","W=0.0000, RGB=1.0000",
148,"(0.26603, 0.08612)",4,"(0.24560, 0.08272)",0.0249146709883601,"",,,-151.500967882314,"(0.24209, 0.07208)","W=0.1622, RGB=0.8378",B-R
148,"(0.26603, 0.08612)",5,"(0.28192, 0.10076)",0.0279379784282326,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
148,"(0.26603, 0.08612)",6,"(0.24879, 0.09385)",0.0317737842752828,"",,,-102.596845655037,"(0.24145, 0.07177)","W=0.2963, RGB=0.7037",B-R
149,"(0.27053, 0.09778)",1,"(0.26340, 0.09156)",0.0119523122879054,"dUV max=0.027133, min=0.011952, avg=0.018797",-165.7402,-165.4599,-154.739618097109,"(0.26054, 0.08105)","W=0.1495, RGB=0.8505",B-R
149,"(0.27053, 0.09778)",2,"(0.26730, 0.10325)",0.0126329110327249,"",,,-108.171033797051,"(0.26144, 0.08150)","W=0.2749, RGB=0.7251",B-R
149,"(0.27053, 0.09778)",3,"(0.28192, 0.10076)",0.0131509709327948,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
149,"(0.27053, 0.09778)",4,"(0.27756, 0.08934)",0.0224098935087816,"",,,-214.33088689504,"(0.27756, 0.08934)","W=0.0000, RGB=1.0000",
149,"(0.27053, 0.09778)",5,"(0.24879, 0.09385)",0.0255033841838001,"",,,-102.596845655037,"(0.24145, 0.07177)","W=0.2963, RGB=0.7037",B-R
149,"(0.27053, 0.09778)",6,"(0.28661, 0.11305)",0.0271329110277458,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
150,"(0.27538, 0.11034)",1,"(0.27151, 0.11584)",0.0123947699737606,"dUV max=0.026329, min=0.012395, avg=0.018784",-118.4758,-118.1452,-72.2587222965541,"(0.26252, 0.08202)","W=0.3817, RGB=0.6183",B-R
150,"(0.27538, 0.11034)",2,"(0.28661, 0.11305)",0.0124936401329793,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
150,"(0.27538, 0.11034)",3,"(0.26730, 0.10325)",0.0127675194308581,"",,,-108.171033797051,"(0.26144, 0.08150)","W=0.2749, RGB=0.7251",B-R
150,"(0.27538, 0.11034)",4,"(0.28192, 0.10076)",0.0226154424281311,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
150,"(0.27538, 0.11034)",5,"(0.25221, 0.10582)",0.0261050045481848,"",,,-64.7922239534514,"(0.24070, 0.07140)","W=0.4090, RGB=0.5910",B-R
150,"(0.27538, 0.11034)",6,"(0.29167, 0.12631)",0.0263291846871246,"",,,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
151,"(0.28063, 0.12392)",1,"(0.29167, 0.12631)",0.0118575264847074,"dUV max=0.026719, min=0.011858, avg=0.018791",-81.9346,-81.5882,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
151,"(0.28063, 0.12392)",2,"(0.27606, 0.12944)",0.0122080746848189,"",,,-43.6300711728557,"(0.26382, 0.08265)","W=0.4737, RGB=0.5263",B-R
151,"(0.28063, 0.12392)",3,"(0.27151, 0.11584)",0.0135841164259231,"",,,-72.2587222965541,"(0.26252, 0.08202)","W=0.3817, RGB=0.6183",B-R
151,"(0.28063, 0.12392)",4,"(0.28661, 0.11305)",0.022849070629487,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
151,"(0.28063, 0.12392)",5,"(0.29715, 0.14065)",0.0255269260782382,"",,,-50.40375051293,"(0.28919, 0.09500)","W=0.4460, RGB=0.5540",B-R
151,"(0.28063, 0.12392)",6,"(0.25590, 0.11873)",0.0267186602089428,"",,,-34.5129522622261,"(0.23980, 0.07096)","W=0.5050, RGB=0.4950",B-R
152,"(0.28632, 0.13864)",1,"(0.29715, 0.14065)",0.0112462308425828,"dUV max=0.027344, min=0.011246, avg=0.018817",-52.8878,-52.5471,-50.40375051293,"(0.28919, 0.09500)","W=0.4460, RGB=0.5540",B-R
152,"(0.28632, 0.13864)",2,"(0.28098, 0.14418)",0.0120752116165209,"",,,-20.4440236937632,"(0.26541, 0.08343)","W=0.5538, RGB=0.4462",B-R
152,"(0.28632, 0.13864)",3,"(0.27606, 0.12944)",0.0144018668579681,"",,,-43.6300711728557,"(0.26382, 0.08265)","W=0.4737, RGB=0.5263",B-R
152,"(0.28632, 0.13864)",4,"(0.29167, 0.12631)",0.0231099265318693,"",,,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
152,"(0.28632, 0.13864)",5,"(0.30309, 0.15622)",0.0247262780657547,"",,,-30.2631644327118,"(0.29380, 0.09724)","W=0.5234, RGB=0.4766",B-R
152,"(0.28632, 0.13864)",6,"(0.25989, 0.13269)",0.0273435408739815,"",,,-9.67861235343045,"(0.23870, 0.07042)","W=0.5879, RGB=0.4121",B-R
153,"(0.29250, 0.15466)",1,"(0.30309, 0.15622)",0.0106640220020286,"dUV max=0.027979, min=0.010664, avg=0.018864",-29.2337,-29.2337,-30.2631644327118,"(0.29380, 0.09724)","W=0.5234, RGB=0.4766",B-R
153,"(0.29250, 0.15466)",2,"(0.28634, 0.16020)",0.0119979692833146,"",,,-2.22607401393236,"(0.26741, 0.08440)","W=0.6241, RGB=0.3759",B-R
153,"(0.29250, 0.15466)",3,"(0.28098, 0.14418)",0.0152205848173539,"",,,-20.4440236937632,"(0.26541, 0.08343)","W=0.5538, RGB=0.4462",B-R
153,"(0.29250, 0.15466)",4,"(0.29715, 0.14065)",0.0233970994623588,"",,,-50.40375051293,"(0.28919, 0.09500)","W=0.4460, RGB=0.5540",B-R
153,"(0.29250, 0.15466)",5,"(0.30957, 0.17318)",0.0239274023293811,"",,,-16.8447664128869,"(0.29963, 0.10008)","W=0.5919, RGB=0.4081",B-R
153,"(0.29250, 0.15466)",6,"(0.26422, 0.14784)",0.0279788944556292,"",,,10.9857448324033,"(0.23733, 0.06976)","W=0.6601, RGB=0.3399",B-R
154,"(0.29926, 0.17215)",1,"(0.30957, 0.17318)",0.0101159233696583,"dUV max=0.028624, min=0.010116, avg=0.018933",-11.7237,-11.7237,-16.8447664128869,"(0.29963, 0.10008)","W=0.5919, RGB=0.4081",B-R
154,"(0.29926, 0.17215)",2,"(0.29218, 0.17768)",0.0119774238268889,"",,,10.410351658007,"(0.26999, 0.08566)","W=0.6864, RGB=0.3136",B-R
154,"(0.29926, 0.17215)",3,"(0.28634, 0.16020)",0.0160401221515256,"",,,-2.22607401393236,"(0.26741, 0.08440)","W=0.6241, RGB=0.3759",B-R
154,"(0.29926, 0.17215)",4,"(0.31665, 0.19172)",0.0231304825013464,"",,,-6.24778031292528,"(0.30725, 0.10379)","W=0.6529, RGB=0.3471",B-R
154,"(0.29926, 0.17215)",5,"(0.30309, 0.15622)",0.0237096331785322,"",,,-30.2631644327118,"(0.29380, 0.09724)","W=0.5234, RGB=0.4766",B-R
154,"(0.29926, 0.17215)",6,"(0.26893, 0.16433)",0.0286240235756149,"",,,28.0685444011133,"(0.23556, 0.06890)","W=0.7236, RGB=0.2764",B-R
155,"(0.30667, 0.19132)",1,"(0.31665, 0.19172)",0.00960777441699249,"dUV max=0.029278, min=0.009608, avg=0.019024",0.5588,0.5588,-6.24778031292528,"(0.30725, 0.10379)","W=0.6529, RGB=0.3471",B-R
155,"(0.30667, 0.19132)",2,"(0.29858, 0.19682)",0.012013866130454,"",,,20.6772554812526,"(0.27347, 0.08735)","W=0.7420, RGB=0.2580",B-R
155,"(0.30667, 0.19132)",3,"(0.29218, 0.17768)",0.0168603593780034,"",,,10.410351658007,"(0.26999, 0.08566)","W=0.6864, RGB=0.3136",B-R
155,"(0.30667, 0.19132)",4,"(0.32443, 0.21209)",0.0223357279380834,"",,,10.7043870940702,"(0.31761, 0.10883)","W=0.7076, RGB=0.2924",B-R
155,"(0.30667, 0.19132)",5,"(0.30957, 0.17318)",0.0240465388556357,"",,,-16.8447664128869,"(0.29963, 0.10008)","W=0.5919, RGB=0.4081",B-R
155,"(0.30667, 0.19132)",6,"(0.27408, 0.18236)",0.0292782820469612,"",,,40.333884001964,"(0.23322, 0.06776)","W=0.7799, RGB=0.2201",B-R
156,"(0.31483, 0.21244)",1,"(0.32443, 0.21209)",0.00914623617346608,"dUV max=0.029547, min=0.009146, avg=0.019072",14.2009,14.2009,10.7043870940702,"(0.31761, 0.10883)","W=0.7076, RGB=0.2924",B-R
156,"(0.31483, 0.21244)",2,"(0.30562, 0.21789)",0.0121067815928904,"",,,32.6267640372457,"(0.27839, 0.08974)","W=0.7918, RGB=0.2082",B-R
156,"(0.31483, 0.21244)",3,"(0.29858, 0.19682)",0.017681199092282,"",,,20.6772554812526,"(0.27347, 0.08735)","W=0.7420, RGB=0.2580",B-R
156,"(0.31483, 0.21244)",4,"(0.33300, 0.23455)",0.0215433782766094,"",,,33.1811159367438,"(0.33253, 0.11609)","W=0.7569, RGB=0.2431",B-R
156,"(0.31483, 0.21244)",5,"(0.31665, 0.19172)",0.0244068072405353,"",,,-6.24778031292528,"(0.30725, 0.10379)","W=0.6529, RGB=0.3471",B-R
156,"(0.31483, 0.21244)",6,"(0.31340, 0.24117)",0.0295470072037598,"",,,48.2788040304735,"(0.28588, 0.09339)","W=0.8367, RGB=0.1633",B-R
157,"(0.32386, 0.23580)",1,"(0.33300, 0.23455)",0.00873869705961784,"dUV max=0.029164, min=0.008739, avg=0.019034",32.9243,32.9243,33.1811159367438,"(0.33253, 0.11609)","W=0.7569, RGB=0.2431",B-R
157,"(0.32386, 0.23580)",2,"(0.31340, 0.24117)",0.0122548857579914,"",,,48.2788040304735,"(0.28588, 0.09339)","W=0.8367, RGB=0.1633",B-R
157,"(0.32386, 0.23580)",3,"(0.30562, 0.21789)",0.0185025611090036,"",,,32.6267640372457,"(0.27839, 0.08974)","W=0.7918, RGB=0.2082",B-R
157,"(0.32386, 0.23580)",4,"(0.34251, 0.25945)",0.0207537089668332,"",,,51.0106486275371,"(0.35587, 0.12745)","W=0.8016, RGB=0.1984",B-R
157,"(0.32386, 0.23580)",5,"(0.32443, 0.21209)",0.0247894197528628,"",,,10.7043870940702,"(0.31761, 0.10883)","W=0.7076, RGB=0.2924",B-R
157,"(0.32386, 0.23580)",6,"(0.32205, 0.26705)",0.0291637068503727,"",,,63.8510919552969,"(0.29871, 0.09963)","W=0.8775, RGB=0.1225",B-R
158,"(0.33390, 0.26180)",1,"(0.34251, 0.25945)",0.00839302685118387,"dUV max=0.028799, min=0.008393, avg=0.019022",51.3480,51.3480,51.0106486275371,"(0.35587, 0.12745)","W=0.8016, RGB=0.1984",B-R
158,"(0.33390, 0.26180)",2,"(0.32205, 0.26705)",0.01245621020258,"",,,63.8510919552969,"(0.29871, 0.09963)","W=0.8775, RGB=0.1225",B-R
158,"(0.33390, 0.26180)",3,"(0.31340, 0.24117)",0.0193243788285646,"",,,48.2788040304735,"(0.28588, 0.09339)","W=0.8367, RGB=0.1633",B-R
158,"(0.33390, 0.26180)",4,"(0.35312, 0.28722)",0.0199670380241262,"",,,63.9545709981708,"(0.39755, 0.14774)","W=0.8423, RGB=0.1577",B-R
158,"(0.33390, 0.26180)",5,"(0.33300, 0.23455)",0.0251933583897926,"",,,33.1811159367438,"(0.33253, 0.11609)","W=0.7569, RGB=0.2431",B-R
158,"(0.33390, 0.26180)",6,"(0.33172, 0.29598)",0.0287990423985926,"",,,77.8708661579344,"(0.32569, 0.11276)","W=0.9146, RGB=0.0854",B-R
159,"(0.34515, 0.29091)",1,"(0.35312, 0.28722)",0.0081171335097793,"dUV max=0.028166, min=0.008117, avg=0.018990",67.1430,67.1430,63.9545709981708,"(0.39755, 0.14774)","W=0.8423, RGB=0.1577",B-R
159,"(0.34515, 0.29091)",2,"(0.33172, 0.29598)",0.0127082258221306,"",,,77.8708661579344,"(0.32569, 0.11276)","W=0.9146, RGB=0.0854",B-R
159,"(0.34515, 0.29091)",3,"(0.36501, 0.31837)",0.0191837343158146,"",,,75.0776420272003,"(0.49319, 0.19429)","W=0.8795, RGB=0.1205",B-R
159,"(0.34515, 0.29091)",4,"(0.32205, 0.26705)",0.0201465964841041,"",,,63.8510919552969,"(0.29871, 0.09963)","W=0.8775, RGB=0.1225",B-R
159,"(0.34515, 0.29091)",5,"(0.34251, 0.25945)",0.0256176143599565,"",,,51.0106486275371,"(0.35587, 0.12745)","W=0.8016, RGB=0.1984",B-R
159,"(0.34515, 0.29091)",6,"(0.38626, 0.30874)",0.0281660601838887,"",,,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
160,"(0.35782, 0.32371)",1,"(0.36501, 0.31837)",0.00791831398546682,"dUV max=0.027443, min=0.007918, avg=0.018967",78.5310,79.4137,75.0776420272003,"(0.49319, 0.19429)","W=0.8795, RGB=0.1205",B-R
160,"(0.35782, 0.32371)",2,"(0.34260, 0.32854)",0.0130079866907851,"",,,89.9972051321965,"(0.41899, 0.15818)","W=0.9486, RGB=0.0514",B-R
160,"(0.35782, 0.32371)",3,"(0.37845, 0.35357)",0.0184042277862623,"",,,76.2647274417958,"(0.59341, 0.37584)","W=0.8160, RGB=0.1840",R-G
160,"(0.35782, 0.32371)",4,"(0.33172, 0.29598)",0.0209691670302537,"",,,77.8708661579344,"(0.32569, 0.11276)","W=0.9146, RGB=0.0854",B-R
160,"(0.35782, 0.32371)",5,"(0.35312, 0.28722)",0.0260611954311451,"",,,63.9545709981708,"(0.39755, 0.14774)","W=0.8423, RGB=0.1577",B-R
160,"(0.35782, 0.32371)",6,"(0.40067, 0.34236)",0.0274432142823459,"",,,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
161,"(0.37221, 0.36095)",1,"(0.37845, 0.35357)",0.0078024624058857,"dUV max=0.026726, min=0.007802, avg=0.018971",69.9796,71.9689,76.2647274417958,"(0.59341, 0.37584)","W=0.8160, RGB=0.1840",R-G
161,"(0.37221, 0.36095)",2,"(0.35494, 0.36544)",0.0133522775291328,"",,,87.0649292001201,"(0.47766, 0.45991)","W=0.8126, RGB=0.1874",R-G
161,"(0.37221, 0.36095)",3,"(0.39376, 0.39366)",0.0176290221448447,"",,,55.7942792432598,"(0.48038, 0.45794)","W=0.5226, RGB=0.4774",R-G
161,"(0.37221, 0.36095)",4,"(0.34260, 0.32854)",0.0217920505060458,"",,,89.9972051321965,"(0.41899, 0.15818)","W=0.9486, RGB=0.0514",B-R
161,"(0.37221, 0.36095)",5,"(0.36501, 0.31837)",0.0265231320241632,"",,,75.0776420272003,"(0.49319, 0.19429)","W=0.8795, RGB=0.1205",B-R
161,"(0.37221, 0.36095)",6,"(0.41702, 0.38051)",0.0267263906518825,"",,,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
162,"(0.38869, 0.40361)",1,"(0.39376, 0.39366)",0.00777328927057561,"dUV max=0.027002, min=0.007773, avg=0.019001",55.1875,56.1578,55.7942792432598,"(0.48038, 0.45794)","W=0.5226, RGB=0.4774",R-G
162,"(0.38869, 0.40361)",2,"(0.36904, 0.40764)",0.0137377507601606,"",,,67.0767840838498,"(0.42422, 0.49873)","W=0.5204, RGB=0.4796",R-G
162,"(0.38869, 0.40361)",3,"(0.41135, 0.43974)",0.0168587106987522,"",,,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
162,"(0.38869, 0.40361)",4,"(0.35494, 0.36544)",0.0226152127524671,"",,,87.0649292001201,"(0.47766, 0.45991)","W=0.8126, RGB=0.1874",R-G
162,"(0.38869, 0.40361)",5,"(0.43574, 0.42418)",0.0260160870938221,"",,,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
162,"(0.38869, 0.40361)",6,"(0.37845, 0.35357)",0.0270024821212406,"",,,76.2647274417958,"(0.59341, 0.37584)","W=0.8160, RGB=0.1840",R-G
163,"(0.40776, 0.45297)",1,"(0.41135, 0.43974)",0.0078317632649873,"dUV max=0.027280, min=0.007832, avg=0.019020",40.4075,40.8337,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
163,"(0.40776, 0.45297)",2,"(0.38532, 0.45634)",0.0141610437449916,"",,,47.2046110554327,"(0.41057, 0.50865)","W=0.2504, RGB=0.7496",R-G
163,"(0.40776, 0.45297)",3,"(0.43178, 0.49324)",0.016093996220049,"",,,10.2698056883591,"(0.43178, 0.49324)","W=0.0000, RGB=1.0000",
163,"(0.40776, 0.45297)",4,"(0.36904, 0.40764)",0.0234386243983441,"",,,67.0767840838498,"(0.42422, 0.49873)","W=0.5204, RGB=0.4796",R-G
163,"(0.40776, 0.45297)",5,"(0.45738, 0.47465)",0.0253128524930628,"",,,4.10278802143419,"(0.45738, 0.47465)","W=0.0000, RGB=1.0000",
163,"(0.40776, 0.45297)",6,"(0.40432, 0.51319)",0.0272800901972954,"",,,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
164,"(0.43007, 0.51072)",1,"(0.43178, 0.49324)",0.00797595692437804,"dUV max=0.035082, min=0.007976, avg=0.022981",15.9954,15.9954,10.2698056883591,"(0.43178, 0.49324)","W=0.0000, RGB=1.0000",
164,"(0.43007, 0.51072)",2,"(0.40432, 0.51319)",0.0146188716121598,"",,,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
164,"(0.43007, 0.51072)",3,"(0.38532, 0.45634)",0.0242622600513613,"",,,47.2046110554327,"(0.41057, 0.50865)","W=0.2504, RGB=0.7496",R-G
164,"(0.43007, 0.51072)",4,"(0.45738, 0.47465)",0.0279361909420815,"",,,4.10278802143419,"(0.45738, 0.47465)","W=0.0000, RGB=1.0000",
164,"(0.43007, 0.51072)",5,"(0.41135, 0.43974)",0.0280098144795617,"",,,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
164,"(0.43007, 0.51072)",6,"(0.37477, 0.53465)",0.0350815809138112,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
165,"(0.28528, 0.09517)",1,"(0.27756, 0.08934)",0.0118368401765761,"dUV max=0.032787, min=0.011837, avg=0.020718",-227.0087,-227.0087,-214.33088689504,"(0.27756, 0.08934)","W=0.0000, RGB=1.0000",
165,"(0.28528, 0.09517)",2,"(0.29607, 0.09835)",0.0125983296733393,"",,,-205.972995166088,"(0.29607, 0.09835)","W=0.0000, RGB=1.0000",
165,"(0.28528, 0.09517)",3,"(0.28192, 0.10076)",0.0135420699871736,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
165,"(0.28528, 0.09517)",4,"(0.26340, 0.09156)",0.0261859306777227,"",,,-154.739618097109,"(0.26054, 0.08105)","W=0.1495, RGB=0.8505",B-R
165,"(0.28528, 0.09517)",5,"(0.30122, 0.11035)",0.0273588913693712,"",,,-149.063654582337,"(0.29984, 0.10019)","W=0.1292, RGB=0.8708",B-R
165,"(0.28528, 0.09517)",6,"(0.26730, 0.10325)",0.032786701608473,"",,,-108.171033797051,"(0.26144, 0.08150)","W=0.2749, RGB=0.7251",B-R
166,"(0.29061, 0.10741)",1,"(0.30122, 0.11035)",0.0119113365385686,"dUV max=0.026773, min=0.011911, avg=0.018821",-165.8206,-165.5315,-149.063654582337,"(0.29984, 0.10019)","W=0.1292, RGB=0.8708",B-R
166,"(0.29061, 0.10741)",2,"(0.28192, 0.10076)",0.012660236531566,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
166,"(0.29061, 0.10741)",3,"(0.28661, 0.11305)",0.0133209069270408,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
166,"(0.29061, 0.10741)",4,"(0.29607, 0.09835)",0.0216956891696073,"",,,-205.972995166088,"(0.29607, 0.09835)","W=0.0000, RGB=1.0000",
166,"(0.29061, 0.10741)",5,"(0.30676, 0.12328)",0.026562361767922,"",,,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
166,"(0.29061, 0.10741)",6,"(0.26730, 0.10325)",0.0267725725953334,"",,,-108.171033797051,"(0.26144, 0.08150)","W=0.2749, RGB=0.7251",B-R
167,"(0.29636, 0.12063)",1,"(0.30676, 0.12328)",0.0112431689917878,"dUV max=0.027372, min=0.011243, avg=0.018826",-121.1687,-120.8366,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
167,"(0.29636, 0.12063)",2,"(0.29167, 0.12631)",0.0131480928824772,"",,,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
167,"(0.29636, 0.12063)",3,"(0.28661, 0.11305)",0.013484037821461,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
167,"(0.29636, 0.12063)",4,"(0.30122, 0.11035)",0.0219395474254847,"",,,-149.063654582337,"(0.29984, 0.10019)","W=0.1292, RGB=0.8708",B-R
167,"(0.29636, 0.12063)",5,"(0.31275, 0.13725)",0.0257677331499064,"",,,-78.5318390957937,"(0.30958, 0.10493)","W=0.3368, RGB=0.6632",B-R
167,"(0.29636, 0.12063)",6,"(0.27151, 0.11584)",0.0273716131156406,"",,,-72.2587222965541,"(0.26252, 0.08202)","W=0.3817, RGB=0.6183",B-R
168,"(0.30259, 0.13494)",1,"(0.31275, 0.13725)",0.0105973885031508,"dUV max=0.027982, min=0.010597, avg=0.018850",-87.0497,-86.7028,-78.5318390957937,"(0.30958, 0.10493)","W=0.3368, RGB=0.6632",B-R
168,"(0.30259, 0.13494)",2,"(0.29715, 0.14065)",0.0130255523798255,"",,,-50.40375051293,"(0.28919, 0.09500)","W=0.4460, RGB=0.5540",B-R
168,"(0.30259, 0.13494)",3,"(0.29167, 0.12631)",0.0143081741033561,"",,,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
168,"(0.30259, 0.13494)",4,"(0.30676, 0.12328)",0.0222115158688439,"",,,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
168,"(0.30259, 0.13494)",5,"(0.31924, 0.15239)",0.0249751869651774,"",,,-55.5694728598865,"(0.31603, 0.10806)","W=0.4214, RGB=0.5786",B-R
168,"(0.30259, 0.13494)",6,"(0.27606, 0.12944)",0.0279822559669188,"",,,-43.6300711728557,"(0.26382, 0.08265)","W=0.4737, RGB=0.5263",B-R
169,"(0.30936, 0.15048)",1,"(0.31924, 0.15239)",0.00997834257086291,"dUV max=0.028604, min=0.009978, avg=0.018894",-60.0869,-60.0869,-55.5694728598865,"(0.31603, 0.10806)","W=0.4214, RGB=0.5786",B-R
169,"(0.30936, 0.15048)",2,"(0.30309, 0.15622)",0.0129547121318418,"",,,-30.2631644327118,"(0.29380, 0.09724)","W=0.5234, RGB=0.4766",B-R
169,"(0.30936, 0.15048)",3,"(0.29715, 0.14065)",0.0151325906453351,"",,,-50.40375051293,"(0.28919, 0.09500)","W=0.4460, RGB=0.5540",B-R
169,"(0.30936, 0.15048)",4,"(0.31275, 0.13725)",0.0225105756571154,"",,,-78.5318390957937,"(0.30958, 0.10493)","W=0.3368, RGB=0.6632",B-R
169,"(0.30936, 0.15048)",5,"(0.32630, 0.16886)",0.0241849279401928,"",,,-40.6139937825546,"(0.32403, 0.11196)","W=0.4962, RGB=0.5038",B-R
169,"(0.30936, 0.15048)",6,"(0.28098, 0.14418)",0.0286037580871816,"",,,-20.4440236937632,"(0.26541, 0.08343)","W=0.5538, RGB=0.4462",B-R
170,"(0.31674, 0.16742)",1,"(0.32630, 0.16886)",0.00939131945480747,"dUV max=0.029235, min=0.009391, avg=0.018959",-40.3805,-40.3805,-40.6139937825546,"(0.32403, 0.11196)","W=0.4962, RGB=0.5038",B-R
170,"(0.31674, 0.16742)",2,"(0.30957, 0.17318)",0.012936421503034,"",,,-16.8447664128869,"(0.29963, 0.10008)","W=0.5919, RGB=0.4081",B-R
170,"(0.31674, 0.16742)",3,"(0.30309, 0.15622)",0.0159572440093065,"",,,-30.2631644327118,"(0.29380, 0.09724)","W=0.5234, RGB=0.4766",B-R
170,"(0.31674, 0.16742)",4,"(0.31924, 0.15239)",0.0228356624362749,"",,,-55.5694728598865,"(0.31603, 0.10806)","W=0.4214, RGB=0.5786",B-R
170,"(0.31674, 0.16742)",5,"(0.33400, 0.18683)",0.0233971878281363,"",,,4.06523177007876,"(0.33423, 0.11692)","W=0.5628, RGB=0.4372",B-R
170,"(0.31674, 0.16742)",6,"(0.28634, 0.16020)",0.0292354269284343,"",,,-2.22607401393236,"(0.26741, 0.08440)","W=0.6241, RGB=0.3759",B-R
171,"(0.32481, 0.18596)",1,"(0.33400, 0.18683)",0.00884269896632072,"dUV max=0.029241, min=0.008843, avg=0.018939",-27.3446,-27.3446,4.06523177007876,"(0.33423, 0.11692)","W=0.5628, RGB=0.4372",B-R
171,"(0.32481, 0.18596)",2,"(0.31665, 0.19172)",0.0129709028003218,"",,,-6.24778031292528,"(0.30725, 0.10379)","W=0.6529, RGB=0.3471",B-R
171,"(0.32481, 0.18596)",3,"(0.30957, 0.17318)",0.0167820992838147,"",,,-16.8447664128869,"(0.29963, 0.10008)","W=0.5919, RGB=0.4081",B-R
